area_name,population_2023,assault_rate_2023,autotheft_rate_2023,biketheft_rate_2023,breakenter_rate_2023,homicide_rate_2023,robbery_rate_2023,shooting_rate_2023,theftfrommv_rate_2023,theftover_rate_2023,avg_crime_rates
Etobicoke West Mall,12713,0.5191536255,0.4876897583,0.02359789276,0.09439157104,NA,0.007865963936,0.01573192787,0.38543222050000003,0.03932981873,0.17479919762622223
Markland Wood,10741,0.41895541379999995,0.465506012,0.009310119629,0.1396517944,NA,0.03724047852,NA,0.21413276669999998,0.009310119629,0.1437896338531111
Eringate-Centennial-West Deane,19558,0.4601697388,0.6135596924,0.01022599411,0.1585029144,NA,0.06646896362,NA,0.2300848694,0.01533899212,0.17270568498333333
Princess-Rosethorn,12552,0.1991714478,0.9161886597,0.01593371582,0.5019120483,NA,0.09560229492000001,0.01593371582,0.1513703003,0.03983428955,0.21510516357888887
Edenbridge-Humber Valley,17271,0.3068728027,0.6658560791,0.01158010578,0.3647733154,NA,0.0405303688,0.005790052891,0.1621214752,0.028950263979999998,0.17627494042788888
Humber Heights-Westmount,11398,0.46499386600000003,0.21933673099999998,0.008773468971,0.11405509949999999,NA,0.05264081573,0.03509387589,0.1754693756,0.01754693794,0.12087890784788888
Willowridge-Martingrove-Richview,24097,0.5104369812,0.4357388916,0.01244968224,0.1286467133,NA,0.07054820250999999,0.01659957695,0.2531435394,0.01244968224,0.16000147438222223
Kingsview Village-The Westway,22759,0.6634738159,0.4921130066,0.0043938660619999995,0.1757546539,NA,0.10105892179999999,0.008787732123999999,0.4437804871,0.0351509285,0.213834823554
Elms-Old Rexdale,9884,0.6171590576,0.404694458,0.06070417023,0.1618777771,NA,0.14164306640000002,NA,0.4350465393,0.040469444269999995,0.20684383476666668
Rexdale-Kipling,10722,0.708822998,0.6901697388,0.009326618195,0.1492258911,NA,0.2238388367,0.009326618195,0.4383510437,0.03730647278,0.25181869083
Thistletown-Beaumond Heights,10530,0.6267806396,0.4558404541,0.04748337936,0.2184235535,NA,0.12345678709999999,NA,0.5223171996999999,0.1329534607,0.23636171934
Mount Olive-Silverstone-Jamestown,35386,0.8393150024,0.4295484009,0.03108574104,0.06782343292,0.01130390549,0.15260272219999998,0.04521562195,0.3419431458,0.03108574104,0.21665819041555556
West Humber-Clairville,36388,0.8849071045,2.278223633,0.02748158646,0.5826096801999999,0.005496317387,0.2116082153,0.02473342896,0.8656699829000001,0.21985269170000002,0.5667314044896667
Black Creek,23047,1.002299622,0.3601336365,0.021694797520000003,0.1258298264,NA,0.1214908676,0.0303727169,0.2343038177,0.056406475069999996,0.2169479732988889
Pelmo Park-Humberlea,12121,0.8580150146,0.8332645874,NA,0.1897533264,NA,0.1072518768,0.02475043297,0.1980034637,0.04950086594,0.25117106309
Humbermede,16568,0.9596813354,0.7363592529,0.01207146263,0.1750362091,NA,0.08450024414,0.01207146263,0.4587156067,0.06639304352,0.27831429078000003
Humber Summit,13425,1.229050293,0.9757914429,0.02979515839,0.6703910522,0.01489757919,0.1862197418,0.04469273758,0.6554934692000001,0.31284915160000004,0.4576867362066667
